Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen
1.4486516314475937,0.5906682852678578,0.05029358933019785,0.3513994153417814,-0.04289081715908337,-2.2077821944761085,-0.0455690255295646,-0.07111146047819887
1.4486516314475937,0.5906682852678578,-0.6860384683019068,0.3609368263161505,0.14606880280381823,-0.37818654393257656,0.07962025614093253,0.08194723768054156
1.4486516314475937,0.5906682852678578,-0.8975921237176022,0.29457233870966815,-0.028976919120036766,-0.1601236179594548,0.11784828851072995,0.7777589875588425
-0.6902970861260346,0.5906682852678578,0.09113004963838787,-3.8267231820161984,-0.6915253598303857,0.4207065870590932,-1.1722403328145685,0.08553732320468214
1.4486516314475937,0.5906682852678578,0.4761694039407609,-0.05532146522304936,-0.08630114155974485,0.14867555127699142,-0.3063329942430391,0.6057494323328487
1.4486516314475937,0.5906682852678578,-0.2602855735749674,0.2532706296414004,-0.4358804680505891,-1.1567286591167796,-0.29968693345307,-0.026933483419664655
1.4486516314475937,0.5906682852678578,0.00985247668031338,-0.5697829786217714,-0.11488442639648982,-1.4467640984925039,0.0515088034773798,-0.5577201931902768
1.4486516314475937,0.5906682852678578,-0.5634432680848199,-0.12898952287713397,0.13489016056185166,-0.4178297649481086,0.08459196226102102,0.27347130307570444
-0.6902970861260346,0.5906682852678578,-1.0495304153572897,-0.42232242751924465,-0.22938767739125285,-1.557497678872556,-0.3294423054102711,-0.38815510727108415
1.4486516314475937,0.5906682852678578,-1.0311394494669734,0.43272278690133326,0.5687905256953028,-0.6965139182596949,0.5127602582301318,0.16991295454715016
1.4486516314475937,0.5906682852678578,,-0.0563815987221806,0.35396205030852185,0.2167748741145916,0.4059754854508346,0.07224030096611465
1.4486516314475937,0.5906682852678578,0.08324862730984756,,-0.5943958639470646,-0.5387484341682851,-1.1174652260801636,-0.6050699730357941
1.4486516314475937,0.5906682852678578,0.6627921493611703,0.4909219344321039,0.2905275270702659,-1.9244973629239772,0.17438641261141483,0.3399774062686719
1.4486516314475937,0.5906682852678578,0.436884036675403,0.052921851981143825,0.44100675269329276,0.004734650743931968,0.4634825176400466,-0.5057228164890867
1.4486516314475937,0.5906682852678578,0.5270505065390679,0.339256315419646,0.30890930930905397,-1.9015667261760818,0.31946435028021664,0.1870106914791755
-0.6902970861260346,0.5906682852678578,-0.16118203443285664,,-0.8466130671606136,-1.6201621895915972,-0.724053310218611,-0.6984438837600095
1.4486516314475937,0.5906682852678578,,0.29514581320854155,0.31052208443044715,-2.6745402675969405,0.25759108415938475,-0.18861059850503575
-0.6902970861260346,0.5906682852678578,-1.0881952279442109,0.04666748430595829,-1.39507758137094,-0.9599108544281918,-1.383940191316346,0.5406020596299543
1.4486516314475937,0.5906682852678578,0.3509054477739463,0.06720983592616658,0.1856222126515219,-0.2193560799172086,-0.024635577919233126,0.38009876060879777
-0.6902970861260346,0.5906682852678578,-0.5218389399627812,-0.9010752593277341,0.1379080527010089,-1.1528345610169148,-0.08272432996094177,-0.6009881943144284
1.4486516314475937,0.5906682852678578,0.3103772068386068,-0.21104739847835177,-0.5712140329251763,-0.7632828757621926,-0.1509129054314451,0.17633866984037241
-0.6902970861260346,0.5906682852678578,-1.2441539598706555,,-4.088469674081947,0.06031905633805061,-1.3751247090607095,-0.5353014553559627
-0.6902970861260346,0.5906682852678578,0.6557405891639424,-1.374390972047971,-0.6107360097761827,0.6074745025508262,-0.11769657117781084,0.5257735861473266
1.4486516314475937,0.5906682852678578,0.56516479867583,0.9707279230809344,0.6466145122829872,0.3054472812341019,0.23639925983828833,1.0453541293364155
1.4486516314475937,0.5906682852678578,0.47702346507340937,0.3588500886258709,0.39172149185651456,-0.033451284496532896,0.254434301831787,0.6524438181342598
1.4486516314475937,0.5906682852678578,0.2507047682837748,-0.27291629287294084,-0.03900652501980422,-2.2692068650694943,0.19183275538357833,-1.3327601297825014
-0.6902970861260346,0.5906682852678578,-0.20091523069645856,,-1.4627857461013605,0.016044649103424947,-1.6500346514332966,-0.3310786940541965
-0.6902970861260346,0.5906682852678578,0.15326451814057201,,-1.2999746838546382,-1.4374056652480245,-2.097093881977287,-0.5839232112817556
1.4486516314475937,0.5906682852678578,-3.8670381564525433,0.7400623592579773,0.7244661714360433,-0.6971977129872284,0.5817580919417488,0.6075141834239117
-0.6902970861260346,0.5906682852678578,0.8071507159235918,-1.190524101971051,-1.7565428188482624,-0.6690666711739692,-0.6276862773675029,-0.3376685335100163
-0.6902970861260346,0.5906682852678578,0.35866550015550275,-0.43352274486190656,0.25232825500126044,-0.7040744349582928,-0.1872170808275811,0.34533625088043346
-0.6902970861260346,0.5906682852678578,,-0.24877291975717034,-1.2325594900278634,-0.2571982818924076,-0.837384414656699,-0.23922882002958168
-0.6902970861260346,0.5906682852678578,0.4489663165276411,-2.7355907730248776,-1.4386269690141087,-1.997134298064711,-0.7582574096340096,-0.7067547898939702
-0.6902970861260346,0.5906682852678578,0.6296065361510542,-0.15945111507027995,-0.07057422681256942,0.3980861662824795,-1.4000570670526185,-0.1870854641901095
-0.6902970861260346,0.5906682852678578,,-1.307153748356968,-2.4612954604896786,-1.557497678872556,-1.2054036810125937,-0.7188092602762879
1.4486516314475937,0.5906682852678578,,-0.04321098128225745,0.2513442459482205,-0.9659248685592388,0.22377820943742066,-0.6707114436194723
-0.6902970861260346,0.5906682852678578,0.6335500234433256,-0.24380799383178872,-0.3696208698505172,-0.39195449623718714,-0.802355860918799,0.5552443382000777
1.4486516314475937,0.5906682852678578,0.20191400068133822,0.40422193404233653,0.32920369565270186,-0.316386822027053,0.44847160033803046,-0.4147273464922341
1.4486516314475937,0.5906682852678578,-2.146537328611796,0.6169636204748501,0.5030045998895654,-4.223644873826849,0.4813032575236687,-0.6741153115233487
-0.6902970861260346,0.5906682852678578,0.9175223516806278,,,0.6352706583011877,-1.7270334679580455,0.3374414609652033
-0.6902970861260346,0.5906682852678578,0.5120921365577974,-0.2502927380887408,-0.5280432206943362,0.6124072452034671,-0.6042884998359968,0.6587205377302152
-0.6902970861260346,0.5906682852678578,0.3714327770694559,-0.6214176248606191,-0.269152615541707,-0.2759073748756108,-0.06883645906708397,0.31764815257179496
1.4486516314475937,0.5906682852678578,-0.10034101406438134,0.19388562758263955,0.4401881835910746,-2.335098918573106,0.4772962529970081,-1.3642947864527801
1.4486516314475937,0.5906682852678578,,0.4328251896548173,0.6879953459531069,-1.0137634250619734,0.6279290549456892,-1.291689804448521
1.4486516314475937,0.5906682852678578,-0.22803943974219815,0.14357320046815578,0.21141570808195925,-1.3394251790061045,0.27069894735958416,-1.310589838092816
1.4486516314475937,0.5906682852678578,-1.4965539982355147,0.7721408100017755,0.6355902201344658,-0.38732970667407624,0.5080981670299886,0.5884864114969635
1.4486516314475937,0.5906682852678578,,0.5610127390620959,0.645188634767165,-0.41827060057838455,0.46965926213662196,-0.02655910895659698
1.4486516314475937,0.5906682852678578,0.8208998893077434,1.1068148239499325,1.0276634497004278,0.5180209674906028,0.9930048901377667,0.6996075699965485
1.4486516314475937,0.5906682852678578,-0.0396178592435582,0.04604997311125054,0.2373947007349973,-1.2716272944748936,0.3260095011393514,-0.01765623939026931
1.4486516314475937,0.5906682852678578,-1.6798823996846082,0.7595307451102682,0.7728801299899279,-0.36352257700898116,0.7782932105291436,-0.14791806906521437
-0.6902970861260346,0.5906682852678578,-0.9277251589605277,,-4.793809817282162,0.14027240364332988,-1.0455457507823969,0.18557009147793677
-0.6902970861260346,0.5906682852678578,,-0.31493057966209714,-0.11212550665098571,-2.100288067352274,-0.4026113862535225,-0.8439690518691816
1.4486516314475937,0.5906682852678578,0.7820058364748127,-0.3487714572935841,-0.2832937389354787,-1.3543834362062903,-0.06595953635899421,-0.09620215199324407
